date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
15/6/2020,Johor,3,3,0,31,0
16/6/2020,Johor,1,1,1,31,0
17/6/2020,Johor,0,0,0,31,0
18/6/2020,Johor,2,2,22,11,0
19/6/2020,Johor,0,0,0,11,0
20/6/2020,Johor,0,0,1,10,0
21/6/2020,Johor,1,0,0,11,0
22/6/2020,Johor,1,1,4,8,0
23/6/2020,Johor,0,0,0,8,0
24/6/2020,Johor,0,0,1,7,0
25/6/2020,Johor,1,0,0,8,0
26/6/2020,Johor,2,2,0,10,0
27/6/2020,Johor,0,0,1,9,0
28/6/2020,Johor,0,0,1,8,0
29/6/2020,Johor,0,0,1,7,0
30/6/2020,Johor,0,0,0,7,0
1/7/2020,Johor,0,0,0,7,0
2/7/2020,Johor,1,1,5,3,0
3/7/2020,Johor,0,0,0,3,0
4/7/2020,Johor,0,0,0,3,0
5/7/2020,Johor,0,0,0,3,0
6/7/2020,Johor,1,1,1,3,0
7/7/2020,Johor,1,1,0,4,0
8/7/2020,Johor,0,0,2,2,0
9/7/2020,Johor,2,2,0,4,0
10/7/2020,Johor,1,1,0,5,0
11/7/2020,Johor,2,2,0,7,0
12/7/2020,Johor,0,0,1,6,0
13/7/2020,Johor,0,0,1,5,0
14/7/2020,Johor,2,2,0,7,0
15/7/2020,Johor,0,0,0,7,0
16/7/2020,Johor,0,0,0,7,0
17/7/2020,Johor,0,0,2,4,0
18/7/2020,Johor,0,0,2,2,0
19/7/2020,Johor,1,0,0,3,1
20/7/2020,Johor,14,0,0,17,13
21/7/2020,Johor,0,0,0,17,0
22/7/2020,Johor,1,1,1,17,0
23/7/2020,Johor,1,1,0,18,0
24/7/2020,Johor,2,0,0,20,2
25/7/2020,Johor,10,4,0,30,2
26/7/2020,Johor,7,0,0,37,0
27/7/2020,Johor,0,0,0,37,0
28/7/2020,Johor,0,0,0,37,0
29/7/2020,Johor,1,0,0,38,0
30/7/2020,Johor,1,0,0,39,0
31/7/2020,Johor,3,1,2,40,0
1/8/2020,Johor,0,0,0,40,0
2/8/2020,Johor,0,0,0,40,0
3/8/2020,Johor,0,0,0,40,0
4/8/2020,Johor,0,0,3,37,0
5/8/2020,Johor,1,0,1,37,0
6/8/2020,Johor,0,0,2,35,0
7/8/2020,Johor,1,0,4,32,0
8/8/2020,Johor,0,0,19,13,0
9/8/2020,Johor,0,0,2,11,0
10/8/2020,Johor,2,1,0,13,0
11/8/2020,Johor,1,1,0,14,0
12/8/2020,Johor,2,2,5,11,0
13/8/2020,Johor,0,0,1,10,0
14/8/2020,Johor,0,0,2,8,0
15/8/2020,Johor,1,0,1,8,0
16/8/2020,Johor,0,0,0,8,0
17/8/2020,Johor,0,0,1,7,0
18/8/2020,Johor,0,0,1,6,0
19/8/2020,Johor,1,0,1,6,0
20/8/2020,Johor,0,0,0,6,0
21/8/2020,Johor,0,0,1,5,0
22/8/2020,Johor,0,0,0,5,0
23/8/2020,Johor,0,0,1,4,0
24/8/2020,Johor,0,0,1,3,0
25/8/2020,Johor,0,0,0,3,0
26/8/2020,Johor,0,0,2,1,0
27/8/2020,Johor,0,0,0,1,0
28/8/2020,Johor,0,0,0,1,0
29/8/2020,Johor,0,0,0,1,0
30/8/2020,Johor,0,0,0,1,0
31/8/2020,Johor,0,0,1,0,0
1/9/2020,Johor,0,0,0,0,0
2/9/2020,Johor,0,0,0,0,0
3/9/2020,Johor,1,1,0,1,0
4/9/2020,Johor,0,0,0,1,0
5/9/2020,Johor,0,0,0,1,0
6/9/2020,Johor,0,0,0,1,0
7/9/2020,Johor,0,0,0,1,0
8/9/2020,Johor,0,0,0,1,0
9/9/2020,Johor,0,0,0,1,0
10/9/2020,Johor,0,0,0,1,0
11/9/2020,Johor,0,0,0,1,0
12/9/2020,Johor,0,0,0,1,0
13/9/2020,Johor,0,0,0,1,0
14/9/2020,Johor,0,0,0,1,0
15/9/2020,Johor,0,0,1,0,0
16/9/2020,Johor,0,0,0,0,0
17/9/2020,Johor,0,0,0,0,0
18/9/2020,Johor,0,0,0,0,0
19/9/2020,Johor,0,0,0,0,0
20/9/2020,Johor,0,0,0,0,0
21/9/2020,Johor,0,0,0,0,0
22/9/2020,Johor,0,0,0,0,0
23/9/2020,Johor,0,0,0,0,0
24/9/2020,Johor,1,1,0,1,0
25/9/2020,Johor,1,1,0,2,0
26/9/2020,Johor,1,0,0,3,0
27/9/2020,Johor,2,0,0,5,2
28/9/2020,Johor,0,0,0,5,0
29/9/2020,Johor,2,0,0,7,2
30/9/2020,Johor,8,0,0,15,7
1/10/2020,Johor,5,0,0,20,4
2/10/2020,Johor,1,0,0,21,1
3/10/2020,Johor,4,0,0,25,1
4/10/2020,Johor,8,0,0,33,0
5/10/2020,Johor,2,0,0,35,0
6/10/2020,Johor,6,0,0,41,3
7/10/2020,Johor,6,0,0,47,1
8/10/2020,Johor,5,0,0,52,1
9/10/2020,Johor,5,0,0,57,4
10/10/2020,Johor,2,0,7,52,0
11/10/2020,Johor,3,0,1,54,0
12/10/2020,Johor,2,0,4,52,2
13/10/2020,Johor,10,0,6,56,9
14/10/2020,Johor,3,0,6,53,0
15/10/2020,Johor,0,0,7,46,0
16/10/2020,Johor,5,0,0,51,2
17/10/2020,Johor,2,0,0,53,1
18/10/2020,Johor,1,0,2,52,1
19/10/2020,Johor,2,0,13,41,1
20/10/2020,Johor,1,0,1,41,1
21/10/2020,Johor,0,0,4,37,0
22/10/2020,Johor,1,0,9,29,0
23/10/2020,Johor,4,0,4,29,4
24/10/2020,Johor,7,0,0,36,6
25/10/2020,Johor,15,0,0,51,14
26/10/2020,Johor,4,0,3,52,3
27/10/2020,Johor,8,0,4,56,8
28/10/2020,Johor,8,0,1,63,8
29/10/2020,Johor,10,0,2,71,9
30/10/2020,Johor,9,0,4,76,9
31/10/2020,Johor,0,0,0,76,0
1/11/2020,Johor,1,0,0,77,0
2/11/2020,Johor,9,1,3,83,8
3/11/2020,Johor,1,0,13,71,1
4/11/2020,Johor,2,1,3,70,0
5/11/2020,Johor,2,0,8,64,2
6/11/2020,Johor,4,1,11,57,0
7/11/2020,Johor,5,0,6,56,4
8/11/2020,Johor,1,0,9,48,0
9/11/2020,Johor,10,2,0,58,5
10/11/2020,Johor,8,0,19,47,6
11/11/2020,Johor,10,0,5,52,8
12/11/2020,Johor,8,0,0,60,7
13/11/2020,Johor,3,0,3,60,3
14/11/2020,Johor,15,0,0,75,15
15/11/2020,Johor,9,0,2,82,5
16/11/2020,Johor,8,0,6,84,6
17/11/2020,Johor,14,0,7,91,14
18/11/2020,Johor,3,0,3,91,3
19/11/2020,Johor,15,0,6,99,15
20/11/2020,Johor,9,0,10,98,8
21/11/2020,Johor,33,0,2,129,29
22/11/2020,Johor,9,1,11,127,8
23/11/2020,Johor,15,1,3,139,13
24/11/2020,Johor,19,0,11,147,16
25/11/2020,Johor,30,0,22,155,23
26/11/2020,Johor,60,0,4,211,56
27/11/2020,Johor,33,0,12,232,28
28/11/2020,Johor,46,0,14,264,36
29/11/2020,Johor,37,1,13,288,28
30/11/2020,Johor,54,0,17,325,46
1/12/2020,Johor,68,0,22,371,52
2/12/2020,Johor,102,0,20,453,88
3/12/2020,Johor,78,0,4,525,66
4/12/2020,Johor,69,0,27,567,53
5/12/2020,Johor,66,0,20,612,52
6/12/2020,Johor,125,0,20,716,102
7/12/2020,Johor,98,0,34,780,87
8/12/2020,Johor,108,0,38,850,72
9/12/2020,Johor,100,0,80,868,61
10/12/2020,Johor,100,0,44,924,68
11/12/2020,Johor,69,1,56,937,46
12/12/2020,Johor,105,0,49,990,77
13/12/2020,Johor,103,0,54,1039,63
14/12/2020,Johor,45,0,20,1064,25
15/12/2020,Johor,48,0,42,1070,30
16/12/2020,Johor,105,1,161,1014,71
17/12/2020,Johor,67,0,102,978,29
18/12/2020,Johor,77,2,73,982,43
19/12/2020,Johor,75,0,112,945,33
20/12/2020,Johor,156,0,107,994,134
21/12/2020,Johor,278,1,36,1236,252
22/12/2020,Johor,167,0,34,1369,143
23/12/2020,Johor,118,0,29,1458,91
24/12/2020,Johor,115,0,58,1515,83
25/12/2020,Johor,205,0,123,1597,154
26/12/2020,Johor,412,0,25,1984,365
27/12/2020,Johor,194,0,64,2114,130
28/12/2020,Johor,191,0,6,2299,64
29/12/2020,Johor,110,0,214,2195,78
30/12/2020,Johor,607,0,90,2711,545
31/12/2020,Johor,194,0,28,2875,122
1/1/2021,Johor,112,0,31,2956,61
2/1/2021,Johor,580,0,30,3506,432
3/1/2021,Johor,179,0,158,3525,90
4/1/2021,Johor,295,0,149,3669,174
5/1/2021,Johor,428,9,253,3844,297
6/1/2021,Johor,571,2,34,4381,476
7/1/2021,Johor,1103,3,61,5423,952
8/1/2021,Johor,298,0,413,5305,127
9/1/2021,Johor,302,2,63,5541,162
10/1/2021,Johor,321,3,46,5816,141
11/1/2021,Johor,396,2,152,6060,238
12/1/2021,Johor,442,0,185,6317,318
13/1/2021,Johor,535,0,134,6717,363
14/1/2021,Johor,460,0,175,7000,204
15/1/2021,Johor,535,0,122,7412,347
16/1/2021,Johor,719,0,168,7963,516
17/1/2021,Johor,362,2,162,8161,172
18/1/2021,Johor,329,0,250,8240,129
19/1/2021,Johor,368,1,93,8513,156
20/1/2021,Johor,470,0,104,8876,199
21/1/2021,Johor,423,1,580,8715,98
22/1/2021,Johor,466,0,32,9148,234
23/1/2021,Johor,425,1,1219,8352,111
24/1/2021,Johor,378,3,2045,6683,110
25/1/2021,Johor,529,0,220,6992,195
26/1/2021,Johor,516,0,733,6774,232
27/1/2021,Johor,1069,0,18,7825,739
28/1/2021,Johor,717,0,394,8148,177
29/1/2021,Johor,684,0,857,7975,291
30/1/2021,Johor,792,0,1172,7594,339
31/1/2021,Johor,1020,1,597,8017,483
1/2/2021,Johor,1068,2,777,8307,212
2/2/2021,Johor,708,1,839,8174,308
3/2/2021,Johor,964,0,468,8669,216
4/2/2021,Johor,664,0,95,9236,384
5/2/2021,Johor,598,0,64,9770,343
6/2/2021,Johor,585,2,109,10243,245
7/2/2021,Johor,499,2,169,10572,140
8/2/2021,Johor,490,0,331,10729,268
9/2/2021,Johor,521,2,369,10879,279
10/2/2021,Johor,369,0,71,11175,110
11/2/2021,Johor,777,1,308,11644,518
12/2/2021,Johor,742,1,1625,10760,523
13/2/2021,Johor,802,0,1274,10287,412
14/2/2021,Johor,492,0,72,10707,326
15/2/2021,Johor,269,0,41,10934,164
16/2/2021,Johor,451,0,105,11280,365
17/2/2021,Johor,436,0,1522,10193,237
18/2/2021,Johor,426,2,2496,8122,181
19/2/2021,Johor,730,0,1114,7735,560
20/2/2021,Johor,233,0,503,7465,106
21/2/2021,Johor,431,1,466,7430,264
22/2/2021,Johor,211,1,619,7021,90
23/2/2021,Johor,428,0,1083,6365,197
24/2/2021,Johor,318,0,518,6165,189
25/2/2021,Johor,257,0,804,5618,115
26/2/2021,Johor,276,1,721,5172,128
27/2/2021,Johor,314,0,820,4665,198
28/2/2021,Johor,340,0,522,4482,209
1/3/2021,Johor,490,1,246,4726,405
2/3/2021,Johor,163,0,434,4455,91
3/3/2021,Johor,376,0,394,4436,291
4/3/2021,Johor,255,1,381,4310,114
5/3/2021,Johor,463,0,765,4008,364
6/3/2021,Johor,139,0,232,3915,78
7/3/2021,Johor,158,0,327,3746,64
8/3/2021,Johor,120,2,162,3702,54
9/3/2021,Johor,165,0,393,3474,85
10/3/2021,Johor,273,8,336,3410,185
11/3/2021,Johor,170,2,218,3360,108
12/3/2021,Johor,135,1,299,3196,37
13/3/2021,Johor,101,0,328,2969,51
14/3/2021,Johor,121,0,289,2801,50
15/3/2021,Johor,118,2,520,2398,49
16/3/2021,Johor,91,0,155,2334,56
17/3/2021,Johor,169,4,334,2169,124
18/3/2021,Johor,142,0,202,2109,84
19/3/2021,Johor,137,0,446,1800,78
20/3/2021,Johor,130,0,143,1787,66
21/3/2021,Johor,141,3,119,1809,90
22/3/2021,Johor,86,0,179,1716,43
23/3/2021,Johor,161,1,266,1610,115
24/3/2021,Johor,135,0,90,1655,66
25/3/2021,Johor,129,0,196,1588,67
26/3/2021,Johor,120,0,159,1549,60
27/3/2021,Johor,81,1,111,1519,31
28/3/2021,Johor,176,1,191,1504,100
29/3/2021,Johor,171,0,99,1576,138
30/3/2021,Johor,96,1,39,1633,38
31/3/2021,Johor,86,0,159,1559,31
1/4/2021,Johor,165,0,145,1578,90
2/4/2021,Johor,103,1,123,1557,35
3/4/2021,Johor,83,0,142,1498,18
4/4/2021,Johor,95,0,152,1441,60
5/4/2021,Johor,55,1,82,1413,16
6/4/2021,Johor,98,1,223,1288,52
7/4/2021,Johor,102,4,145,1244,59
8/4/2021,Johor,101,0,61,1284,52
9/4/2021,Johor,103,1,102,1285,46
10/4/2021,Johor,80,0,74,1291,36
11/4/2021,Johor,67,0,182,1175,19
12/4/2021,Johor,61,1,187,1049,34
13/4/2021,Johor,74,0,56,1067,32
14/4/2021,Johor,84,0,109,1042,24
15/4/2021,Johor,182,0,144,1079,131
16/4/2021,Johor,121,0,88,1112,71
17/4/2021,Johor,100,0,78,1134,44
18/4/2021,Johor,387,2,107,1414,297
19/4/2021,Johor,115,4,55,1474,43
20/4/2021,Johor,102,0,163,1413,33
21/4/2021,Johor,170,0,66,1517,86
22/4/2021,Johor,169,0,133,1553,92
23/4/2021,Johor,130,0,108,1575,51
24/4/2021,Johor,126,1,35,1666,71
25/4/2021,Johor,159,0,144,1681,52
26/4/2021,Johor,309,0,24,1965,225
27/4/2021,Johor,220,0,94,2089,129
28/4/2021,Johor,194,0,148,2134,48
29/4/2021,Johor,207,0,182,2158,66
30/4/2021,Johor,160,0,113,2203,72
1/5/2021,Johor,310,0,102,2411,205
2/5/2021,Johor,213,0,411,2211,85
3/5/2021,Johor,205,0,74,2341,66
4/5/2021,Johor,336,2,71,2604,160
5/5/2021,Johor,292,0,270,2624,98
6/5/2021,Johor,258,1,151,2728,128
7/5/2021,Johor,327,0,222,2831,120
8/5/2021,Johor,288,0,73,3042,121
9/5/2021,Johor,365,0,281,3122,167
10/5/2021,Johor,257,0,366,3013,85
11/5/2021,Johor,384,1,231,3163,105
12/5/2021,Johor,348,0,177,3324,122
13/5/2021,Johor,467,0,278,3508,192
14/5/2021,Johor,335,0,199,3638,81
15/5/2021,Johor,433,0,330,3738,197
16/5/2021,Johor,224,0,278,3684,49
17/5/2021,Johor,391,1,205,3867,121
18/5/2021,Johor,407,0,345,3925,107
19/5/2021,Johor,699,0,337,4281,379
20/5/2021,Johor,615,0,267,4615,305
21/5/2021,Johor,406,0,329,4687,141
22/5/2021,Johor,477,0,278,4881,158
23/5/2021,Johor,549,0,309,5113,231
24/5/2021,Johor,468,19,236,5334,107
25/5/2021,Johor,664,0,411,5577,216
26/5/2021,Johor,587,0,390,5766,143
27/5/2021,Johor,549,1,359,5949,111
28/5/2021,Johor,762,0,340,6367,265
29/5/2021,Johor,468,0,448,6373,104
30/5/2021,Johor,433,0,338,6456,118
31/5/2021,Johor,489,0,431,6502,103
1/6/2021,Johor,431,0,390,6535,98
2/6/2021,Johor,554,0,526,6552,109
3/6/2021,Johor,752,55,692,6598,358
4/6/2021,Johor,446,1,407,6623,148
5/6/2021,Johor,412,0,427,6586,131
6/6/2021,Johor,565,1,406,6733,221
7/6/2021,Johor,355,0,608,6463,108
8/6/2021,Johor,456,0,546,6360,130
9/6/2021,Johor,468,1,537,6273,123
10/6/2021,Johor,524,1,632,6154,204
11/6/2021,Johor,426,0,687,5886,191
12/6/2021,Johor,504,1,394,5988,204
13/6/2021,Johor,363,0,433,5911,115
14/6/2021,Johor,430,2,466,5866,204
15/6/2021,Johor,366,0,371,5851,147
16/6/2021,Johor,392,0,598,5642,138
17/6/2021,Johor,449,0,703,5379,203
18/6/2021,Johor,592,0,427,5537,338
19/6/2021,Johor,498,0,373,5657,297
20/6/2021,Johor,627,0,539,5733,475
21/6/2021,Johor,314,6,314,5726,145
22/6/2021,Johor,239,0,453,5504,106
23/6/2021,Johor,282,1,427,5351,80
24/6/2021,Johor,346,0,512,5178,153
25/6/2021,Johor,196,0,405,4961,60
26/6/2021,Johor,329,0,448,4830,204
27/6/2021,Johor,312,0,354,4783,197
28/6/2021,Johor,243,1,414,4606,112
29/6/2021,Johor,271,0,304,4567,80
30/6/2021,Johor,299,0,391,4471,162
1/7/2021,Johor,270,1,361,4374,137
2/7/2021,Johor,517,0,584,4303,364
3/7/2021,Johor,414,2,497,4214,297
4/7/2021,Johor,500,1,558,4153,386
5/7/2021,Johor,324,1,229,4241,228
6/7/2021,Johor,313,3,199,4346,140
7/7/2021,Johor,224,0,242,4324,79
8/7/2021,Johor,336,0,351,4300,181
9/7/2021,Johor,315,2,226,4384,158
10/7/2021,Johor,399,0,249,4526,243
11/7/2021,Johor,392,0,347,4565,207
12/7/2021,Johor,407,0,234,4732,222
13/7/2021,Johor,406,0,222,4910,192
14/7/2021,Johor,396,5,316,4976,183
15/7/2021,Johor,599,0,307,5261,335
16/7/2021,Johor,609,2,473,5390,336
17/7/2021,Johor,625,0,430,5569,342
18/7/2021,Johor,808,1,499,5868,479
19/7/2021,Johor,876,4,313,6422,542
20/7/2021,Johor,793,0,477,6722,507
21/7/2021,Johor,644,2,300,7060,278
22/7/2021,Johor,791,4,362,7474,349
23/7/2021,Johor,722,1,407,7774,219
24/7/2021,Johor,804,8,298,8270,328
25/7/2021,Johor,950,0,566,8631,360
26/7/2021,Johor,1449,0,429,9627,669
27/7/2021,Johor,907,1,280,10233,293
28/7/2021,Johor,767,0,708,10275,261
29/7/2021,Johor,1054,8,606,10706,312
30/7/2021,Johor,1104,1,472,11323,431
31/7/2021,Johor,1144,0,419,12018,353
1/8/2021,Johor,1045,0,1200,11849,309
2/8/2021,Johor,1222,1,798,12249,311
3/8/2021,Johor,1275,0,670,12830,316
4/8/2021,Johor,1162,1,464,13503,229
5/8/2021,Johor,1300,13,826,13950,299
6/8/2021,Johor,1275,0,687,14506,361
7/8/2021,Johor,1182,0,736,14924,252
8/8/2021,Johor,1308,1,967,15251,337
9/8/2021,Johor,1232,1,1261,15198,286
10/8/2021,Johor,1344,0,722,15800,239
11/8/2021,Johor,1693,0,798,16679,466
12/8/2021,Johor,1706,0,1128,17205,236
13/8/2021,Johor,1485,1,1244,17419,343
14/8/2021,Johor,1425,0,1092,17702,294
15/8/2021,Johor,1508,0,998,18168,336
16/8/2021,Johor,1510,0,1163,18483,276
17/8/2021,Johor,1309,0,1236,18515,165
18/8/2021,Johor,1477,0,1096,18859,409
19/8/2021,Johor,1526,0,1363,18986,183
20/8/2021,Johor,1323,0,1257,19029,239
21/8/2021,Johor,1558,1,1012,19561,451
22/8/2021,Johor,1391,0,1225,19663,356
23/8/2021,Johor,1367,1,1299,19678,318
24/8/2021,Johor,1743,0,1305,20075,359
25/8/2021,Johor,1832,0,1594,20274,274
26/8/2021,Johor,2785,0,1533,21478,791
27/8/2021,Johor,1809,3,1357,21893,238
28/8/2021,Johor,1896,1,1271,22472,552
29/8/2021,Johor,1852,0,1365,22909,344
30/8/2021,Johor,2265,0,1355,23772,350
31/8/2021,Johor,2159,0,1239,24640,190
1/9/2021,Johor,1993,0,1390,25206,445
2/9/2021,Johor,2145,0,1442,25869,537
3/9/2021,Johor,2331,0,1244,26919,786
4/9/2021,Johor,2077,1,1503,27442,254
5/9/2021,Johor,2165,0,1335,28234,559
6/9/2021,Johor,2101,2,1342,28930,619
7/9/2021,Johor,2174,0,1702,29349,346
8/9/2021,Johor,1867,0,1789,29363,316
9/9/2021,Johor,2032,0,2764,28583,379
10/9/2021,Johor,2297,0,1743,29109,570
11/9/2021,Johor,2282,0,1823,29558,410
12/9/2021,Johor,2110,0,1789,29863,382
13/9/2021,Johor,2030,0,2199,29642,249
14/9/2021,Johor,1974,4,2108,29470,253
15/9/2021,Johor,1860,1,1943,29341,209
16/9/2021,Johor,2206,0,2084,29404,401
17/9/2021,Johor,2334,0,2269,29393,182
18/9/2021,Johor,2208,0,1998,29550,365
19/9/2021,Johor,1948,0,2096,29359,341
20/9/2021,Johor,1598,24,2060,28845,243
21/9/2021,Johor,1959,0,2120,28647,277
22/9/2021,Johor,1880,0,1805,28659,124
23/9/2021,Johor,1913,1,3386,27186,179
24/9/2021,Johor,1807,0,1748,27204,300
25/9/2021,Johor,1377,0,2057,26468,172
26/9/2021,Johor,1455,0,1906,25997,200
27/9/2021,Johor,1226,0,1794,25376,88
28/9/2021,Johor,1319,0,1800,24848,123
29/9/2021,Johor,1289,3,1698,24409,172
30/9/2021,Johor,1241,2,2120,23496,107
1/10/2021,Johor,1217,0,2243,22453,149
2/10/2021,Johor,1124,0,2153,21413,201
3/10/2021,Johor,981,1,1897,20486,78
4/10/2021,Johor,781,0,2695,18563,118
5/10/2021,Johor,886,0,1675,17755,136
6/10/2021,Johor,1105,0,1811,17036,181
7/10/2021,Johor,993,0,1642,16372,111
8/10/2021,Johor,864,0,1530,15693,45
9/10/2021,Johor,859,0,1509,15033,65
10/10/2021,Johor,714,0,1284,14454,70
11/10/2021,Johor,777,0,1118,14105,67
12/10/2021,Johor,665,0,1793,12962,67
13/10/2021,Johor,703,0,1302,12354,67
14/10/2021,Johor,804,2,1098,12045,75
15/10/2021,Johor,787,0,1064,11762,35
16/10/2021,Johor,753,0,895,11587,90
17/10/2021,Johor,732,1,742,11568,201
18/10/2021,Johor,698,0,708,11540,148
19/10/2021,Johor,649,6,835,11346,54
20/10/2021,Johor,610,3,1067,10878,52
21/10/2021,Johor,595,4,958,10507,38
22/10/2021,Johor,548,4,838,10208,34
23/10/2021,Johor,503,1,846,9863,26
24/10/2021,Johor,566,3,694,9730,29
25/10/2021,Johor,504,4,1633,8581,44
26/10/2021,Johor,488,0,457,8605,30
27/10/2021,Johor,555,2,631,8520,15
28/10/2021,Johor,575,6,558,8522,29
29/10/2021,Johor,458,1,1110,7863,26
30/10/2021,Johor,435,0,671,7622,6
31/10/2021,Johor,363,2,640,7343,11
1/11/2021,Johor,408,1,542,7203,31
2/11/2021,Johor,419,1,541,7077,2
3/11/2021,Johor,441,0,532,6978,9
4/11/2021,Johor,429,0,425,6974,28
5/11/2021,Johor,405,1,509,6864,21
6/11/2021,Johor,395,5,489,6767,25
7/11/2021,Johor,381,2,554,6588,28
8/11/2021,Johor,302,1,1123,5761,14
9/11/2021,Johor,385,2,342,5799,41
10/11/2021,Johor,485,5,302,5980,10
11/11/2021,Johor,649,3,440,6187,24
12/11/2021,Johor,517,1,1126,5577,54
13/11/2021,Johor,549,2,254,5871,17
14/11/2021,Johor,432,0,191,6111,5
15/11/2021,Johor,444,4,277,6273,52
16/11/2021,Johor,479,0,249,6501,20
17/11/2021,Johor,538,2,369,6666,20
18/11/2021,Johor,566,2,348,6879,51
19/11/2021,Johor,497,2,390,6986,37
20/11/2021,Johor,499,3,387,7097,25
21/11/2021,Johor,494,5,884,6703,11
22/11/2021,Johor,374,2,213,6853,35
23/11/2021,Johor,569,2,318,7100,87
24/11/2021,Johor,486,7,345,7238,10
25/11/2021,Johor,605,4,541,7301,15
26/11/2021,Johor,430,2,458,7268,8
27/11/2021,Johor,337,4,481,7121,5
28/11/2021,Johor,404,0,416,7107,26
29/11/2021,Johor,413,2,432,7082,14
30/11/2021,Johor,494,4,474,7099,27
1/12/2021,Johor,488,1,535,7048,9
2/12/2021,Johor,635,2,1925,5756,79
3/12/2021,Johor,421,1,212,5964,15
4/12/2021,Johor,487,2,223,6224,8
5/12/2021,Johor,346,0,306,6256,18
6/12/2021,Johor,457,0,412,6300,28
7/12/2021,Johor,438,0,391,6344,9
8/12/2021,Johor,407,0,346,6402,11
9/12/2021,Johor,551,0,857,6092,39
10/12/2021,Johor,500,2,352,6232,37
11/12/2021,Johor,480,1,230,6482,21
12/12/2021,Johor,322,1,312,6492,32
13/12/2021,Johor,378,2,351,6519,16
14/12/2021,Johor,436,1,444,6508,18
15/12/2021,Johor,403,3,362,6546,10
16/12/2021,Johor,471,0,554,6459,24
17/12/2021,Johor,399,0,374,6483,29
18/12/2021,Johor,407,2,466,6423,9
19/12/2021,Johor,297,6,338,6378,0
20/12/2021,Johor,355,2,456,6271,12
21/12/2021,Johor,378,5,432,6215,2
22/12/2021,Johor,467,7,403,6276,48
23/12/2021,Johor,398,3,547,6126,35
24/12/2021,Johor,396,15,495,6021,40
25/12/2021,Johor,416,18,1232,5202,27
26/12/2021,Johor,342,12,267,5275,18
27/12/2021,Johor,361,23,448,5185,24
28/12/2021,Johor,297,14,466,5012,29
29/12/2021,Johor,429,29,436,5005,4
30/12/2021,Johor,433,36,406,5028,11
31/12/2021,Johor,382,45,279,5130,33
1/1/2022,Johor,426,44,437,5118,89
2/1/2022,Johor,407,30,0,5522,60
3/1/2022,Johor,329,47,455,5394,8
4/1/2022,Johor,284,37,33,5642,0
5/1/2022,Johor,344,31,111,5875,12
6/1/2022,Johor,410,24,394,5888,23
7/1/2022,Johor,299,15,290,5893,2
8/1/2022,Johor,376,22,264,6005,2
9/1/2022,Johor,326,12,155,6175,6
10/1/2022,Johor,278,19,390,6059,44
11/1/2022,Johor,318,18,127,6246,23
12/1/2022,Johor,417,16,433,6228,40
13/1/2022,Johor,456,12,111,6571,56
14/1/2022,Johor,380,8,0,6950,19
15/1/2022,Johor,419,8,244,7123,30
16/1/2022,Johor,371,8,192,7301,67
17/1/2022,Johor,351,30,0,7651,37
18/1/2022,Johor,464,5,157,7958,47
19/1/2022,Johor,466,16,29,8394,27
20/1/2022,Johor,414,23,205,8601,29
21/1/2022,Johor,444,16,95,8949,85
22/1/2022,Johor,568,39,346,9169,37
23/1/2022,Johor,524,54,266,9424,68
24/1/2022,Johor,450,28,670,9203,29
25/1/2022,Johor,567,30,586,9182,91
26/1/2022,Johor,700,38,717,9163,94
27/1/2022,Johor,805,11,874,9093,79
28/1/2022,Johor,704,15,293,9501,22
29/1/2022,Johor,783,29,956,9328,27
30/1/2022,Johor,763,15,91,9998,23
31/1/2022,Johor,796,26,622,10169,15
1/2/2022,Johor,868,20,389,10646,66
2/2/2022,Johor,1084,21,568,11161,188
3/2/2022,Johor,932,21,354,11738,45
4/2/2022,Johor,757,20,1823,10669,35
5/2/2022,Johor,901,22,453,11116,38
6/2/2022,Johor,1582,16,1184,11510,39
7/2/2022,Johor,1369,16,1518,11361,24
8/2/2022,Johor,1680,12,873,12168,51
9/2/2022,Johor,2321,6,808,13680,148
10/2/2022,Johor,2837,8,862,15654,36
11/2/2022,Johor,2860,9,1164,17346,104
12/2/2022,Johor,3238,11,862,19718,236
13/2/2022,Johor,2419,6,908,21225,9
14/2/2022,Johor,2800,1,1242,22778,42
15/2/2022,Johor,2780,5,686,24866,17
16/2/2022,Johor,2606,18,776,26692,148
17/2/2022,Johor,2856,3,1548,28000,19
18/2/2022,Johor,2716,19,1887,28818,152
19/2/2022,Johor,2715,14,5159,26366,0
20/2/2022,Johor,2644,7,2781,26220,105
21/2/2022,Johor,2697,7,2806,26101,3
22/2/2022,Johor,2200,16,2212,26080,4
23/2/2022,Johor,2281,12,2283,26070,12
24/2/2022,Johor,2699,17,3304,25457,28
25/2/2022,Johor,2369,23,2680,25132,1
26/2/2022,Johor,1885,35,2983,24027,53
27/2/2022,Johor,1818,12,3106,22734,67
28/2/2022,Johor,2367,17,2842,22246,0
1/3/2022,Johor,1767,31,1412,22580,1
2/3/2022,Johor,1949,18,1970,22533,54
3/3/2022,Johor,1979,12,3991,20503,55
4/3/2022,Johor,2359,46,2552,20299,28
5/3/2022,Johor,2713,28,2994,20008,0
6/3/2022,Johor,2348,21,3996,18353,17
7/3/2022,Johor,2059,13,1910,18489,165
8/3/2022,Johor,1721,13,1253,18941,115
9/3/2022,Johor,2986,6,1157,20755,8
