date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
5/7/2020,Perak,0,0,0,0,0
6/7/2020,Perak,0,0,0,0,0
7/7/2020,Perak,0,0,0,0,0
8/7/2020,Perak,0,0,0,0,0
9/7/2020,Perak,0,0,0,0,0
10/7/2020,Perak,0,0,0,0,0
11/7/2020,Perak,0,0,0,0,0
12/7/2020,Perak,0,0,0,0,0
13/7/2020,Perak,0,0,0,0,0
14/7/2020,Perak,0,0,0,0,0
15/7/2020,Perak,0,0,0,0,0
16/7/2020,Perak,0,0,0,0,0
17/7/2020,Perak,0,0,0,0,0
18/7/2020,Perak,0,0,0,0,0
19/7/2020,Perak,2,2,0,2,0
20/7/2020,Perak,0,0,0,2,0
21/7/2020,Perak,0,0,0,2,0
22/7/2020,Perak,1,1,0,3,0
23/7/2020,Perak,0,0,0,3,0
24/7/2020,Perak,1,1,0,4,0
25/7/2020,Perak,0,0,0,4,0
26/7/2020,Perak,0,0,0,4,0
27/7/2020,Perak,0,0,0,4,0
28/7/2020,Perak,0,0,0,4,0
29/7/2020,Perak,0,0,0,4,0
30/7/2020,Perak,0,0,0,4,0
31/7/2020,Perak,0,0,0,4,0
1/8/2020,Perak,2,2,0,6,0
2/8/2020,Perak,0,0,2,4,0
3/8/2020,Perak,0,0,0,4,0
4/8/2020,Perak,0,0,0,4,0
5/8/2020,Perak,0,0,0,4,0
6/8/2020,Perak,0,0,1,3,0
7/8/2020,Perak,2,0,1,4,1
8/8/2020,Perak,0,0,0,4,0
9/8/2020,Perak,0,0,0,4,0
10/8/2020,Perak,3,0,0,7,0
11/8/2020,Perak,0,0,0,7,0
12/8/2020,Perak,0,0,0,7,0
13/8/2020,Perak,0,0,0,7,0
14/8/2020,Perak,0,0,3,4,0
15/8/2020,Perak,0,0,0,4,0
16/8/2020,Perak,0,0,0,4,0
17/8/2020,Perak,0,0,0,4,0
18/8/2020,Perak,0,0,1,3,0
19/8/2020,Perak,0,0,0,3,0
20/8/2020,Perak,0,0,0,3,0
21/8/2020,Perak,0,0,0,3,0
22/8/2020,Perak,0,0,0,3,0
23/8/2020,Perak,0,0,3,0,0
24/8/2020,Perak,0,0,0,0,0
25/8/2020,Perak,0,0,0,0,0
26/8/2020,Perak,0,0,0,0,0
27/8/2020,Perak,0,0,0,0,0
28/8/2020,Perak,0,0,0,0,0
29/8/2020,Perak,0,0,0,0,0
30/8/2020,Perak,0,0,0,0,0
31/8/2020,Perak,0,0,0,0,0
1/9/2020,Perak,0,0,0,0,0
2/9/2020,Perak,0,0,0,0,0
3/9/2020,Perak,0,0,0,0,0
4/9/2020,Perak,0,0,0,0,0
5/9/2020,Perak,0,0,0,0,0
6/9/2020,Perak,0,0,0,0,0
7/9/2020,Perak,0,0,0,0,0
8/9/2020,Perak,0,0,0,0,0
9/9/2020,Perak,0,0,0,0,0
10/9/2020,Perak,0,0,0,0,0
11/9/2020,Perak,0,0,0,0,0
12/9/2020,Perak,0,0,0,0,0
13/9/2020,Perak,0,0,0,0,0
14/9/2020,Perak,0,0,0,0,0
15/9/2020,Perak,0,0,0,0,0
16/9/2020,Perak,0,0,0,0,0
17/9/2020,Perak,0,0,0,0,0
18/9/2020,Perak,0,0,0,0,0
19/9/2020,Perak,0,0,0,0,0
20/9/2020,Perak,0,0,0,0,0
21/9/2020,Perak,0,0,0,0,0
22/9/2020,Perak,0,0,0,0,0
23/9/2020,Perak,0,0,0,0,0
24/9/2020,Perak,0,0,0,0,0
25/9/2020,Perak,0,0,0,0,0
26/9/2020,Perak,0,0,0,0,0
27/9/2020,Perak,0,0,0,0,0
28/9/2020,Perak,0,0,0,0,0
29/9/2020,Perak,1,0,0,1,0
30/9/2020,Perak,1,0,0,2,0
1/10/2020,Perak,0,0,0,2,0
2/10/2020,Perak,3,0,0,5,1
3/10/2020,Perak,0,0,0,5,0
4/10/2020,Perak,2,0,0,7,1
5/10/2020,Perak,2,0,0,9,0
6/10/2020,Perak,8,0,1,16,0
7/10/2020,Perak,4,0,0,20,3
8/10/2020,Perak,5,0,0,25,5
9/10/2020,Perak,1,0,0,26,1
10/10/2020,Perak,2,0,1,27,0
11/10/2020,Perak,1,0,0,28,1
12/10/2020,Perak,4,0,3,29,4
13/10/2020,Perak,16,0,2,43,16
14/10/2020,Perak,3,0,0,46,3
15/10/2020,Perak,52,0,0,98,52
16/10/2020,Perak,9,0,0,107,9
17/10/2020,Perak,4,0,16,95,3
18/10/2020,Perak,10,0,0,105,10
19/10/2020,Perak,18,0,0,123,15
20/10/2020,Perak,9,0,0,132,8
21/10/2020,Perak,7,0,7,132,4
22/10/2020,Perak,14,0,10,136,9
23/10/2020,Perak,4,0,0,139,1
24/10/2020,Perak,10,0,61,88,7
25/10/2020,Perak,6,0,15,79,5
26/10/2020,Perak,8,0,3,84,6
27/10/2020,Perak,11,0,0,95,11
28/10/2020,Perak,6,0,23,78,5
29/10/2020,Perak,5,0,0,83,4
30/10/2020,Perak,10,0,22,71,9
31/10/2020,Perak,6,0,0,77,4
1/11/2020,Perak,5,0,10,72,5
2/11/2020,Perak,3,0,9,66,1
3/11/2020,Perak,3,1,7,62,2
4/11/2020,Perak,6,0,21,46,6
5/11/2020,Perak,6,0,8,44,5
6/11/2020,Perak,18,0,0,62,15
7/11/2020,Perak,37,0,10,89,36
8/11/2020,Perak,7,0,11,84,7
9/11/2020,Perak,51,0,3,132,51
10/11/2020,Perak,12,0,7,137,9
11/11/2020,Perak,14,0,3,148,14
12/11/2020,Perak,9,0,4,153,8
13/11/2020,Perak,13,0,3,163,10
14/11/2020,Perak,53,0,42,174,51
15/11/2020,Perak,21,0,9,186,14
16/11/2020,Perak,116,0,4,298,114
17/11/2020,Perak,47,0,41,303,45
18/11/2020,Perak,16,0,22,295,13
19/11/2020,Perak,48,0,13,329,42
20/11/2020,Perak,24,0,11,342,23
21/11/2020,Perak,29,0,14,357,22
22/11/2020,Perak,55,0,47,365,45
23/11/2020,Perak,81,0,15,431,76
24/11/2020,Perak,112,0,7,536,112
25/11/2020,Perak,80,0,129,487,78
26/11/2020,Perak,79,0,41,525,75
27/11/2020,Perak,42,0,20,547,38
28/11/2020,Perak,167,0,54,660,151
29/11/2020,Perak,77,0,16,720,71
30/11/2020,Perak,43,0,64,699,42
1/12/2020,Perak,13,0,70,642,12
2/12/2020,Perak,34,0,49,627,32
3/12/2020,Perak,26,0,118,535,23
4/12/2020,Perak,47,0,83,499,40
5/12/2020,Perak,39,0,66,472,29
6/12/2020,Perak,108,0,119,460,98
7/12/2020,Perak,54,0,33,481,49
8/12/2020,Perak,29,0,100,410,28
9/12/2020,Perak,33,0,48,395,29
10/12/2020,Perak,115,1,45,465,112
11/12/2020,Perak,12,0,40,437,9
12/12/2020,Perak,62,0,41,458,55
13/12/2020,Perak,105,0,29,534,101
14/12/2020,Perak,62,0,108,487,58
15/12/2020,Perak,110,0,59,538,107
16/12/2020,Perak,35,0,37,536,27
17/12/2020,Perak,41,0,45,532,39
18/12/2020,Perak,65,0,86,511,59
19/12/2020,Perak,82,0,33,560,80
20/12/2020,Perak,10,0,53,517,6
21/12/2020,Perak,21,0,109,429,11
22/12/2020,Perak,17,0,51,395,10
23/12/2020,Perak,8,0,92,311,7
24/12/2020,Perak,26,0,30,307,14
25/12/2020,Perak,55,0,25,337,54
26/12/2020,Perak,26,0,100,263,11
27/12/2020,Perak,30,0,67,226,15
28/12/2020,Perak,47,0,13,260,27
29/12/2020,Perak,17,0,39,238,9
30/12/2020,Perak,48,0,20,266,29
31/12/2020,Perak,33,0,3,296,19
1/1/2021,Perak,51,0,21,326,9
2/1/2021,Perak,12,1,27,310,3
3/1/2021,Perak,75,0,40,345,14
4/1/2021,Perak,34,0,48,331,18
5/1/2021,Perak,25,0,31,324,7
6/1/2021,Perak,34,0,33,325,22
7/1/2021,Perak,59,0,39,345,35
8/1/2021,Perak,80,0,1,424,56
9/1/2021,Perak,42,0,78,388,8
10/1/2021,Perak,80,0,36,432,9
11/1/2021,Perak,51,0,55,428,10
12/1/2021,Perak,241,0,59,609,202
13/1/2021,Perak,61,0,23,647,6
14/1/2021,Perak,92,0,32,707,24
15/1/2021,Perak,74,0,60,721,7
16/1/2021,Perak,54,0,83,691,11
17/1/2021,Perak,107,0,54,744,17
18/1/2021,Perak,114,0,82,776,28
19/1/2021,Perak,135,0,270,640,42
20/1/2021,Perak,170,0,72,738,23
21/1/2021,Perak,245,0,69,913,81
22/1/2021,Perak,138,0,90,961,21
23/1/2021,Perak,208,0,93,1076,66
24/1/2021,Perak,46,0,118,1004,13
25/1/2021,Perak,103,1,84,1022,41
26/1/2021,Perak,58,0,66,1013,13
27/1/2021,Perak,181,1,55,1137,79
28/1/2021,Perak,94,0,53,1178,24
29/1/2021,Perak,73,0,69,1181,23
30/1/2021,Perak,112,0,78,1213,36
31/1/2021,Perak,63,0,68,1208,33
1/2/2021,Perak,193,0,52,1348,137
2/2/2021,Perak,84,0,98,1334,42
3/2/2021,Perak,106,0,63,1375,53
4/2/2021,Perak,163,0,116,1422,117
5/2/2021,Perak,92,0,296,1217,40
6/2/2021,Perak,36,0,55,1198,26
7/2/2021,Perak,71,0,61,1208,35
8/2/2021,Perak,72,0,138,1140,16
9/2/2021,Perak,40,0,195,985,16
10/2/2021,Perak,42,0,57,970,16
11/2/2021,Perak,82,0,26,1026,48
12/2/2021,Perak,99,0,49,1075,64
13/2/2021,Perak,121,0,97,1099,85
14/2/2021,Perak,85,0,61,1123,44
15/2/2021,Perak,83,0,55,1150,65
16/2/2021,Perak,69,0,43,1176,61
17/2/2021,Perak,99,0,285,988,69
18/2/2021,Perak,198,0,25,1161,182
19/2/2021,Perak,155,0,235,1081,132
20/2/2021,Perak,108,0,50,1138,95
21/2/2021,Perak,1215,0,149,2204,1189
22/2/2021,Perak,148,0,86,2266,117
23/2/2021,Perak,308,0,124,2450,296
24/2/2021,Perak,188,0,95,2543,179
25/2/2021,Perak,120,0,181,2482,99
26/2/2021,Perak,545,0,122,2905,539
27/2/2021,Perak,305,0,177,3033,287
28/2/2021,Perak,287,0,802,2517,279
1/3/2021,Perak,144,0,148,2513,132
2/3/2021,Perak,63,0,142,2433,51
3/3/2021,Perak,136,0,459,2110,135
4/3/2021,Perak,101,0,103,2108,89
5/3/2021,Perak,109,0,563,1654,100
6/3/2021,Perak,68,0,247,1475,59
7/3/2021,Perak,48,0,631,892,30
8/3/2021,Perak,49,0,158,783,31
9/3/2021,Perak,34,0,94,722,20
10/3/2021,Perak,83,0,185,620,71
11/3/2021,Perak,69,0,89,599,49
12/3/2021,Perak,44,0,87,556,37
13/3/2021,Perak,72,0,96,532,64
14/3/2021,Perak,101,0,79,554,86
15/3/2021,Perak,37,0,41,550,27
16/3/2021,Perak,24,0,60,514,20
17/3/2021,Perak,36,0,51,499,15
18/3/2021,Perak,39,0,43,495,34
19/3/2021,Perak,100,0,69,526,96
20/3/2021,Perak,37,0,108,455,23
21/3/2021,Perak,55,0,85,424,43
22/3/2021,Perak,39,0,33,430,20
23/3/2021,Perak,4,0,34,400,3
24/3/2021,Perak,42,0,70,372,23
25/3/2021,Perak,71,0,27,416,43
26/3/2021,Perak,28,0,41,403,15
27/3/2021,Perak,9,0,31,381,3
28/3/2021,Perak,23,0,62,342,14
29/3/2021,Perak,5,0,23,324,1
30/3/2021,Perak,44,0,15,353,26
31/3/2021,Perak,31,0,28,356,15
1/4/2021,Perak,31,0,76,311,9
2/4/2021,Perak,14,0,84,241,1
3/4/2021,Perak,494,0,73,662,487
4/4/2021,Perak,24,0,3,683,4
5/4/2021,Perak,8,0,19,672,0
6/4/2021,Perak,61,0,12,721,50
7/4/2021,Perak,24,0,9,736,6
8/4/2021,Perak,24,0,54,706,4
9/4/2021,Perak,29,0,19,716,8
10/4/2021,Perak,46,0,34,728,23
11/4/2021,Perak,50,0,26,752,27
12/4/2021,Perak,21,0,17,756,11
13/4/2021,Perak,36,0,14,778,24
14/4/2021,Perak,56,0,58,776,25
15/4/2021,Perak,51,0,17,810,33
16/4/2021,Perak,49,0,200,659,33
17/4/2021,Perak,42,0,333,368,30
18/4/2021,Perak,35,0,32,371,20
19/4/2021,Perak,43,0,37,377,25
20/4/2021,Perak,34,0,46,365,11
21/4/2021,Perak,38,0,26,377,24
22/4/2021,Perak,49,0,42,384,27
23/4/2021,Perak,45,0,51,378,17
24/4/2021,Perak,54,0,33,399,32
25/4/2021,Perak,64,0,51,412,35
26/4/2021,Perak,45,0,38,419,13
27/4/2021,Perak,38,0,44,413,13
28/4/2021,Perak,69,1,46,435,28
29/4/2021,Perak,91,0,29,497,38
30/4/2021,Perak,118,0,62,553,51
1/5/2021,Perak,64,0,57,560,24
2/5/2021,Perak,77,0,35,601,46
3/5/2021,Perak,59,0,58,602,30
4/5/2021,Perak,117,0,47,671,62
5/5/2021,Perak,65,0,53,681,16
6/5/2021,Perak,137,0,30,788,46
7/5/2021,Perak,148,0,74,860,83
8/5/2021,Perak,108,0,55,912,29
9/5/2021,Perak,80,0,139,853,35
10/5/2021,Perak,119,0,47,925,70
11/5/2021,Perak,140,0,110,953,89
12/5/2021,Perak,172,0,85,1039,98
13/5/2021,Perak,302,0,34,1306,156
14/5/2021,Perak,147,0,144,1308,58
15/5/2021,Perak,182,0,103,1387,83
16/5/2021,Perak,115,0,101,1398,38
17/5/2021,Perak,203,0,164,1434,56
18/5/2021,Perak,160,0,118,1473,58
19/5/2021,Perak,220,0,186,1507,75
20/5/2021,Perak,248,0,92,1660,80
21/5/2021,Perak,382,0,139,1901,96
22/5/2021,Perak,276,0,299,1875,55
23/5/2021,Perak,279,0,136,2018,41
24/5/2021,Perak,231,0,141,2107,73
25/5/2021,Perak,218,0,145,2177,47
26/5/2021,Perak,264,0,205,2231,80
27/5/2021,Perak,228,4,128,2330,57
28/5/2021,Perak,405,0,226,2506,138
29/5/2021,Perak,272,0,274,2503,107
30/5/2021,Perak,212,0,296,2418,63
31/5/2021,Perak,255,0,107,2566,80
1/6/2021,Perak,387,0,395,2556,86
2/6/2021,Perak,224,0,190,2588,78
3/6/2021,Perak,384,0,429,2542,207
4/6/2021,Perak,371,0,249,2661,145
5/6/2021,Perak,252,1,223,2686,82
6/6/2021,Perak,174,0,193,2667,60
7/6/2021,Perak,177,0,424,2416,53
8/6/2021,Perak,225,0,302,2337,150
9/6/2021,Perak,175,0,264,2246,109
10/6/2021,Perak,143,0,229,2159,66
11/6/2021,Perak,161,0,248,2071,106
12/6/2021,Perak,218,0,381,1907,176
13/6/2021,Perak,121,0,246,1781,57
14/6/2021,Perak,136,0,202,1714,61
15/6/2021,Perak,68,0,258,1523,26
16/6/2021,Perak,66,0,308,1281,35
17/6/2021,Perak,30,0,165,1145,9
18/6/2021,Perak,357,0,128,1373,284
19/6/2021,Perak,245,0,172,1445,176
20/6/2021,Perak,205,0,126,1522,172
21/6/2021,Perak,453,0,250,1725,406
22/6/2021,Perak,68,0,128,1665,42
23/6/2021,Perak,75,0,67,1671,56
24/6/2021,Perak,120,0,96,1693,102
25/6/2021,Perak,72,0,219,1545,38
26/6/2021,Perak,137,0,273,1409,87
27/6/2021,Perak,229,0,70,1568,202
28/6/2021,Perak,400,0,206,1759,333
29/6/2021,Perak,184,0,118,1825,162
30/6/2021,Perak,137,0,210,1750,79
1/7/2021,Perak,149,0,98,1801,104
2/7/2021,Perak,182,0,118,1865,154
3/7/2021,Perak,101,0,90,1875,55
4/7/2021,Perak,384,0,214,2045,337
5/7/2021,Perak,249,0,271,2023,179
6/7/2021,Perak,94,0,178,1938,66
7/7/2021,Perak,187,0,310,1813,144
8/7/2021,Perak,543,0,158,2195,443
9/7/2021,Perak,241,1,153,2281,170
10/7/2021,Perak,145,0,162,2264,73
11/7/2021,Perak,207,0,120,2350,103
12/7/2021,Perak,168,0,349,2168,88
13/7/2021,Perak,329,0,247,2248,267
14/7/2021,Perak,164,0,176,2234,62
15/7/2021,Perak,344,0,98,2479,145
16/7/2021,Perak,299,0,352,2423,112
17/7/2021,Perak,428,0,162,2685,197
18/7/2021,Perak,407,0,487,2604,111
19/7/2021,Perak,324,0,251,2675,109
20/7/2021,Perak,295,0,161,2804,72
21/7/2021,Perak,274,0,170,2906,107
22/7/2021,Perak,284,0,218,2965,117
23/7/2021,Perak,415,0,430,2948,133
24/7/2021,Perak,469,0,246,3171,109
25/7/2021,Perak,609,0,214,3565,269
26/7/2021,Perak,590,0,300,3850,257
27/7/2021,Perak,583,0,339,4094,170
28/7/2021,Perak,406,0,547,3942,65
29/7/2021,Perak,596,0,275,4260,235
30/7/2021,Perak,810,0,344,4714,354
31/7/2021,Perak,775,0,328,5158,170
1/8/2021,Perak,693,0,440,5407,124
2/8/2021,Perak,748,0,458,5691,342
3/8/2021,Perak,967,1,501,6153,183
4/8/2021,Perak,662,0,361,6445,188
5/8/2021,Perak,916,1,348,7003,298
6/8/2021,Perak,624,0,415,7209,134
7/8/2021,Perak,774,0,780,7197,128
8/8/2021,Perak,861,0,829,7212,224
9/8/2021,Perak,935,0,812,7333,149
10/8/2021,Perak,953,0,795,7477,201
11/8/2021,Perak,828,0,702,7596,94
12/8/2021,Perak,930,0,759,7758,153
13/8/2021,Perak,940,1,548,8147,151
14/8/2021,Perak,1003,1,812,8320,109
15/8/2021,Perak,1069,0,781,8596,188
16/8/2021,Perak,938,0,739,8785,156
17/8/2021,Perak,1101,0,622,9245,222
18/8/2021,Perak,1036,0,888,9384,128
19/8/2021,Perak,1229,0,759,9853,238
20/8/2021,Perak,1248,0,624,10461,143
21/8/2021,Perak,946,0,829,10571,67
22/8/2021,Perak,703,0,835,10435,180
23/8/2021,Perak,952,0,1139,10244,258
24/8/2021,Perak,1242,0,634,10836,161
25/8/2021,Perak,1390,0,1155,11062,355
26/8/2021,Perak,1170,0,1379,10838,172
27/8/2021,Perak,939,0,822,10940,163
28/8/2021,Perak,1061,0,905,11089,144
29/8/2021,Perak,1208,0,1507,10782,327
30/8/2021,Perak,1144,0,1144,10770,181
31/8/2021,Perak,1204,0,1167,10804,161
1/9/2021,Perak,899,0,762,10923,82
2/9/2021,Perak,990,0,1025,10879,166
3/9/2021,Perak,1389,0,748,11505,204
4/9/2021,Perak,1450,0,970,11975,236
5/9/2021,Perak,1057,0,791,12233,111
6/9/2021,Perak,1082,0,1019,12291,159
7/9/2021,Perak,1197,0,1286,12182,269
8/9/2021,Perak,1319,0,1178,12316,232
9/9/2021,Perak,1341,0,815,12837,104
10/9/2021,Perak,1366,0,799,13387,150
11/9/2021,Perak,1354,1,1194,13519,299
12/9/2021,Perak,1118,0,1674,12952,236
13/9/2021,Perak,1011,0,1212,12738,208
14/9/2021,Perak,856,0,846,12724,111
15/9/2021,Perak,1174,0,1529,12348,116
16/9/2021,Perak,1446,0,1475,12316,340
17/9/2021,Perak,1596,0,572,13333,496
18/9/2021,Perak,1120,0,1165,13273,137
19/9/2021,Perak,1222,0,1538,12949,279
20/9/2021,Perak,1090,3,1156,12868,142
21/9/2021,Perak,1184,0,1436,12604,272
22/9/2021,Perak,1490,0,1015,13061,297
23/9/2021,Perak,844,0,1014,12885,78
24/9/2021,Perak,1144,0,970,13046,158
25/9/2021,Perak,1128,1,1660,12500,72
26/9/2021,Perak,994,0,992,12491,124
27/9/2021,Perak,713,0,1189,12010,92
28/9/2021,Perak,678,0,927,11751,85
29/9/2021,Perak,971,0,1282,11432,12
30/9/2021,Perak,913,0,1151,11171,81
1/10/2021,Perak,959,0,1573,10550,126
2/10/2021,Perak,862,1,1424,9978,58
3/10/2021,Perak,669,0,1031,9590,22
4/10/2021,Perak,548,0,1449,8676,111
5/10/2021,Perak,473,1,1011,8124,58
6/10/2021,Perak,629,0,1126,7621,19
7/10/2021,Perak,794,1,654,7747,109
8/10/2021,Perak,643,0,1329,7057,48
9/10/2021,Perak,724,1,1013,6764,107
10/10/2021,Perak,589,0,735,6611,7
11/10/2021,Perak,414,1,934,6087,3
12/10/2021,Perak,336,0,636,5777,11
13/10/2021,Perak,405,1,415,5759,3
14/10/2021,Perak,409,1,474,5686,12
15/10/2021,Perak,302,1,488,5487,6
16/10/2021,Perak,307,4,894,4896,5
17/10/2021,Perak,461,1,648,4704,32
18/10/2021,Perak,363,1,666,4398,29
19/10/2021,Perak,341,1,540,4190,9
20/10/2021,Perak,393,0,651,3927,10
21/10/2021,Perak,384,1,513,3784,45
22/10/2021,Perak,381,0,449,3705,43
23/10/2021,Perak,411,1,421,3692,56
24/10/2021,Perak,349,1,409,3626,36
25/10/2021,Perak,294,4,352,3560,17
26/10/2021,Perak,257,0,340,3465,18
27/10/2021,Perak,251,1,255,3450,19
28/10/2021,Perak,297,0,397,3341,24
29/10/2021,Perak,256,0,503,3087,21
30/10/2021,Perak,231,1,308,3009,28
31/10/2021,Perak,224,1,455,2777,5
1/11/2021,Perak,190,0,126,2839,4
2/11/2021,Perak,219,1,534,2519,15
3/11/2021,Perak,190,0,306,2402,13
4/11/2021,Perak,210,0,255,2351,8
5/11/2021,Perak,258,1,244,2363,23
6/11/2021,Perak,201,1,247,2315,21
7/11/2021,Perak,186,0,191,2305,11
8/11/2021,Perak,208,2,263,2243,3
9/11/2021,Perak,161,4,191,2206,7
10/11/2021,Perak,200,1,181,2217,2
11/11/2021,Perak,246,0,223,2231,28
12/11/2021,Perak,243,0,164,2307,17
13/11/2021,Perak,267,2,242,2327,28
14/11/2021,Perak,258,0,281,2300,13
15/11/2021,Perak,202,0,278,2223,9
16/11/2021,Perak,250,3,251,2220,72
17/11/2021,Perak,243,0,169,2281,0
18/11/2021,Perak,304,2,215,2366,3
19/11/2021,Perak,284,0,181,2469,4
20/11/2021,Perak,237,0,102,2599,0
21/11/2021,Perak,177,0,259,2514,0
22/11/2021,Perak,228,2,312,2423,0
23/11/2021,Perak,226,2,285,2363,2
24/11/2021,Perak,219,3,174,2405,0
25/11/2021,Perak,280,0,297,2382,0
26/11/2021,Perak,262,0,246,2390,1
27/11/2021,Perak,231,3,197,2418,3
28/11/2021,Perak,220,0,228,2403,1
29/11/2021,Perak,205,1,255,2347,6
30/11/2021,Perak,210,2,219,2334,0
1/12/2021,Perak,205,0,242,2289,1
2/12/2021,Perak,228,0,232,2279,7
3/12/2021,Perak,248,2,235,2292,17
4/12/2021,Perak,235,1,253,2271,5
5/12/2021,Perak,254,1,201,2318,7
6/12/2021,Perak,231,1,223,2321,7
7/12/2021,Perak,170,3,217,2267,0
8/12/2021,Perak,183,0,165,2283,5
9/12/2021,Perak,244,3,265,2257,4
10/12/2021,Perak,237,1,294,2198,4
11/12/2021,Perak,207,2,218,2183,0
12/12/2021,Perak,241,2,158,2264,52
13/12/2021,Perak,205,3,269,2200,13
14/12/2021,Perak,139,0,209,2126,0
15/12/2021,Perak,234,2,199,2157,22
16/12/2021,Perak,209,1,217,2145,4
17/12/2021,Perak,180,0,194,2124,4
18/12/2021,Perak,228,4,253,2092,21
19/12/2021,Perak,189,1,235,2044,15
20/12/2021,Perak,112,4,214,1942,2
21/12/2021,Perak,114,4,181,1868,0
22/12/2021,Perak,158,12,293,1729,1
23/12/2021,Perak,206,9,179,1742,0
24/12/2021,Perak,194,9,195,1737,7
25/12/2021,Perak,164,13,0,1897,10
26/12/2021,Perak,161,12,385,1669,0
27/12/2021,Perak,189,16,175,1679,10
28/12/2021,Perak,117,26,168,1625,0
29/12/2021,Perak,173,28,68,1726,2
30/12/2021,Perak,209,18,117,1810,17
31/12/2021,Perak,175,22,174,1808,2
1/1/2022,Perak,164,37,272,1697,6
2/1/2022,Perak,149,29,164,1682,2
3/1/2022,Perak,112,18,165,1625,2
4/1/2022,Perak,101,13,142,1581,16
5/1/2022,Perak,122,8,148,1552,17
6/1/2022,Perak,166,15,137,1580,7
7/1/2022,Perak,161,28,150,1590,5
8/1/2022,Perak,132,7,139,1582,7
9/1/2022,Perak,121,17,128,1573,20
10/1/2022,Perak,116,4,123,1565,8
11/1/2022,Perak,113,8,139,1539,2
12/1/2022,Perak,141,13,122,1556,3
13/1/2022,Perak,153,12,164,1545,0
14/1/2022,Perak,137,7,168,1514,0
15/1/2022,Perak,120,5,196,1435,0
16/1/2022,Perak,120,4,142,1413,14
17/1/2022,Perak,103,6,69,1447,1
18/1/2022,Perak,86,3,233,1300,15
19/1/2022,Perak,138,8,107,1331,14
20/1/2022,Perak,124,6,142,1310,27
21/1/2022,Perak,166,54,129,1346,10
22/1/2022,Perak,136,24,137,1343,4
23/1/2022,Perak,159,29,62,1439,23
24/1/2022,Perak,120,19,202,1357,3
25/1/2022,Perak,126,18,136,1345,24
26/1/2022,Perak,148,11,145,1347,11
27/1/2022,Perak,142,4,96,1392,15
28/1/2022,Perak,151,9,154,1386,6
29/1/2022,Perak,199,8,175,1410,9
30/1/2022,Perak,130,5,116,1421,6
31/1/2022,Perak,158,9,41,1537,8
1/2/2022,Perak,160,10,245,1451,6
2/2/2022,Perak,172,13,75,1548,4
3/2/2022,Perak,218,3,112,1651,8
4/2/2022,Perak,208,9,41,1817,6
5/2/2022,Perak,231,2,287,1760,4
6/2/2022,Perak,321,4,184,1896,6
7/2/2022,Perak,412,2,141,2163,1
8/2/2022,Perak,352,4,150,2363,3
9/2/2022,Perak,395,4,204,2552,6
10/2/2022,Perak,373,5,188,2735,13
11/2/2022,Perak,443,5,153,3022,10
12/2/2022,Perak,503,7,216,3305,6
13/2/2022,Perak,444,0,184,3565,2
14/2/2022,Perak,461,1,213,3812,55
15/2/2022,Perak,558,8,312,4057,44
16/2/2022,Perak,423,2,359,4117,1
17/2/2022,Perak,486,1,281,4321,33
18/2/2022,Perak,489,0,357,4450,4
19/2/2022,Perak,475,8,467,4456,51
20/2/2022,Perak,358,4,404,4406,6
21/2/2022,Perak,465,11,332,4539,1
22/2/2022,Perak,1025,4,402,5160,12
23/2/2022,Perak,1222,19,341,6034,1
24/2/2022,Perak,1552,10,432,7151,107
25/2/2022,Perak,1578,56,539,8184,4
26/2/2022,Perak,1321,16,476,9023,21
27/2/2022,Perak,1330,45,491,9858,1
28/2/2022,Perak,1335,31,529,10657,11
1/3/2022,Perak,1288,57,1009,10927,30
2/3/2022,Perak,1430,77,899,11451,24
3/3/2022,Perak,1713,31,716,12437,15
4/3/2022,Perak,1544,39,755,13220,9
5/3/2022,Perak,1491,21,1166,13536,35
6/3/2022,Perak,1262,6,1033,13760,9
7/3/2022,Perak,1142,14,1413,13485,4
8/3/2022,Perak,1279,29,1571,13180,26
9/3/2022,Perak,1442,35,1742,12872,12
10/3/2022,Perak,1469,41,1239,13082,2
11/3/2022,Perak,1494,71,1635,12931,10
12/3/2022,Perak,1555,88,1457,13022,10
13/3/2022,Perak,1292,21,1357,12948,3
14/3/2022,Perak,1122,23,1652,12412,4
15/3/2022,Perak,1296,61,1725,11969,74
16/3/2022,Perak,1446,80,1144,12251,5
17/3/2022,Perak,1561,48,1321,12475,5
18/3/2022,Perak,1703,59,1196,12969,41
19/3/2022,Perak,1403,98,1249,13107,30
20/3/2022,Perak,1300,5,1094,13300,31
21/3/2022,Perak,1015,53,1160,13143,7
22/3/2022,Perak,1170,32,1524,12770,3
23/3/2022,Perak,1213,40,1450,12522,1
24/3/2022,Perak,1324,15,1269,12569,3
25/3/2022,Perak,1201,18,1447,12317,0
26/3/2022,Perak,1185,18,1294,12205,8
27/3/2022,Perak,836,39,1187,11853,2
28/3/2022,Perak,482,10,1342,10984,0
29/3/2022,Perak,701,25,1563,10101,0
30/3/2022,Perak,783,5,1395,9485,0
31/3/2022,Perak,751,22,1297,8927,2
1/4/2022,Perak,788,20,1087,8626,12
2/4/2022,Perak,555,9,1026,8146,0
3/4/2022,Perak,491,10,910,7720,0
4/4/2022,Perak,403,1,1221,6896,0
5/4/2022,Perak,377,2,1084,6183,0
6/4/2022,Perak,622,5,1003,5796,0
